INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,"/**
 * Describes a problem that was encountered during project building. A problem can either be an exception that was
 * thrown or a simple string message. In addition, a problem carries a hint about its source.
 *
 * @since 4.0.0
 */",code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,// TODO: hard coded string,code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,// TODO: hard coded string,code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,// TODO: add SettingsBuilderResult,code_comment,requirement-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,// TODO: implement ToolchainFactory,code_comment,requirement-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,"/*
             *  Short circuit if all methods were upcast
             */",code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// Short circuit for the (hopefully) majority of cases where the,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// No luck - the class is not public,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// Short circuit if all methods were upcast,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// This is redundant as currently java.lang.Object does not implement,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// Short circuit if all methods were upcast,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// Short circuit for (hopefully the majority of) cases where the declaring,code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,// TODO: add ToolchainsBuilderResult,code_comment,requirement-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,"/**
 * Transporter provider is a service that provides somewhat trivial transport capabilities backed by Maven internals.
 * This API does not try to cover all the requirements out there, just the basic ones, and is intentionally simple.
 * If plugin or extension needs anything more complex feature wise (i.e. HTTP range support or alike) it should
 * probably roll its own.
 * <p>
 * This implementation is backed by Maven Resolver API, supported protocols and transport selection depends on it. If
 * resolver preference regarding transport is altered, it will affect this service as well.
 *
 * @since 4.0.0
 */",code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,"/**
 * A type implemented by, or extended by maven plugins or extensions.
 * Maven plugins or extensions may provide implementations of those types which will be used by maven.
 * <p>
 * A type can be marked {@link Consumer} or {@link Provider} but not both. A type is assumed to be
 * {@link Consumer} if it is not marked either {@link Consumer} or {@link Provider}.
 * <p>
 * A package can be marked {@link Provider}. In this case, all types in the package are considered
 * to be a provider type regardless of whether they are marked {@link Consumer} or {@link Provider}.
 *
 * @see Provider
 * @since 4.0.0
 */",code_comment,code|design-debt
INSERT,1701847337,56964d50d67708794f6b0ac123314ef52c0a9534,"/**
 * This annotation tags types that are part of an experimental API.
 * Classes or methods annotated with this annotation may be changed / removed without notice.
 *
 * @since 4.0.0
 */",code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,"/**
     * Find a method.  Attempts to find the
     * most specific applicable method using the
     * algorithm described in the JLS section
     * 15.12.2 (with the exception that it can't
     * distinguish a primitive type argument from
     * an object type argument, since in reflection
     * primitive type arguments are represented by
     * their object counterparts, so for an argument of
     * type (say) java.lang.Integer, it will not be able
     * to decide between a method that takes int and a
     * method that takes java.lang.Integer as a parameter.
     * <p>
     * This turns out to be a relatively rare case
     * where this is needed - however, functionality
     * like this is needed.
     *
     * @param methodName name of method
     * @param args       the actual arguments with which the method is called
     * @return the most specific applicable method, or null if no
     *         method is applicable.
     * @throws AmbiguousException if there is more than one maximally
     *                            specific applicable method
     */",code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,"/**
     * Determines whether a type represented by a class object is
     * convertible to another type represented by a class object using a
     * method invocation conversion, without matching object and primitive
     * types. This method is used to determine the more specific type when
     * comparing signatures of methods.
     *
     * @param formal the formal parameter type to which the actual
     *               parameter type should be convertible
     * @param actual the actual parameter type.
     * @return true if either formal type is assignable from actual type,
     *         or formal and actual are both primitive types and actual can be
     *         subject to widening conversion to formal.
     */",code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// This method is less specific than some of the,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// we shouldn't get a null into,code_comment,code|design-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// perhaps this is a boolean property??,code_comment,code|design-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362496,0c37cff6812b660386f5f7cc3f08698a34f1318f,"/**
     * OS family that can be tested for. {@value}
     */",code_comment,test-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// TODO assert exception message,code_comment,requirement-debt
INSERT,1695362545,fd4493580a61d98c7c19d46261827388a2615647,// TODO assert exception message,code_comment,requirement-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO d,code_comment,requirement-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO don't c,code_comment,requirement-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO don't catch exception,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
DELETE,1694692095,34b0591f032088afc6f1ac50638dec51bdaee85e,// TODO Use StringUtils here,code_comment,code|design-debt
INSERT,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
INSERT,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
INSERT,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
INSERT,1701763893,23bca281fcd084ac21d80f5a2950dcee30a19080,// TODO: v4,code_comment,code|design-debt
INSERT,1692818714,f2593b97ef7af89d981c90cb3c918fa44a07edff,"/**
     * When using a ModelSource3, the method with a {@code ModelLocator} argument should
     * be used instead.
     *
     * @deprecated use {@link #getRelatedSource(ModelLocator, String)} instead
     */",code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO not sure that it should assume this,code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO not sure that it should assume this,code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,"/**
 * Describes repository directory metadata.
 *
 * TODO not happy about the store method - they use this""",code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,"/**
 * Specific problems during resolution that we want to account for:
 * <ul>
 *   <li>missing metadata</li>
 *   <li>version range violations</li>
 *   <li>version circular dependencies</li>
 *   <li>missing artifacts</li>
 *   <li>network/transfer errors</li>
 *   <li>file system errors: permissions</li>
 * </ul>
 *
 * TODO carlos: all these possible has*Exceptions and get*Exceptions methods make the clients too
 *       complex requiring a long list of checks, need to create a parent/interface/encapsulation
 *       for the types of exceptions
 */",code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,"/**
     * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by
     *       {@link #getVersionRangeViolation(int)} but it's not used like that in
     *       DefaultLegacyArtifactCollector
     *
     * @param e an exception
     * @return {@code this}
     */",code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO Use the following two instead of manageArtifact,code_comment,requirement-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO Remove ResolutionListenerDM interface,code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO if it was null,code_comment,requirement-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,"/**
 * Wraps an active project instance to be able to receive updates from its artifact without affecting the original
 * attributes of this artifact.
 *
 * TODO I think this exposes a design flaw in that the immutable and mutable parts of an artifact are in one class and
 * should be split. ie scope, file, etc depend on the context of use, whereas everything else is immutable.
 */",code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO hack: don't rebuild model if it was already loaded during reactor resolution,code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO shouldn't the versions be merged across relocations?,code_comment,code|design-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// I'm fully aware that the file could just be moved using File.rename but,code_comment,code|design-debt
DELETE,1694692095,34b0591f032088afc6f1ac50638dec51bdaee85e,// TODO Use StringUtils here,code_comment,code|design-debt
DELETE,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"//  TODO:      if (current != null) throw new IllegalStateException(""Not supported during events replay"");",code_comment,code|design-debt
DELETE,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"//  TODO:      if (current != null) throw new IllegalStateException(""Not supported during events replay"");",code_comment,code|design-debt
DELETE,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"//  TODO:      if (current != null) throw new IllegalStateException(""Not supported during events replay"");",code_comment,code|design-debt
DELETE,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"//  TODO:      if (current != null) throw new IllegalStateException(""Not supported during events replay"");",code_comment,code|design-debt
DELETE,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"//  TODO:      if (current != null) throw new IllegalStateException(""Not supported during events replay"");",code_comment,code|design-debt
INSERT,1688033030,e39142b77a5a140cce50592608029c19b9716ed1,"/**
     * Copies the reader to the writer. The start and end document methods must
     * be handled on the writer manually.
     */",code_comment,documentation-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,"/**
     * Calculates the effective repositories for the given input repositories which are assumed to be already mirrored
     * (if applicable). This process will essentially remove duplicate repositories by merging them into one equivalent
     * repository. It is worth to point out that merging does not simply choose one of the input repositories and
     * discards the others but actually combines their possibly different policies.
     *
     * @param repositories The original repositories, may be {@code null}.
     * @return The effective repositories or {@code null} if the input was {@code null}.
     */",code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO not sure that it should assume this,code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO not sure that it should assume this,code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,"/**
 * Specific problems during resolution that we want to account for:
 * <ul>
 *   <li>missing metadata</li>
 *   <li>version range violations</li>
 *   <li>version circular dependencies</li>
 *   <li>missing artifacts</li>
 *   <li>network/transfer errors</li>
 *   <li>file system errors: permissions</li>
 * </ul>
 *
 * @author Jason van Zyl
 * TODO carlos: all these possible has*Exceptions and get*Exceptions methods make the clients too
 *       complex requiring a long list of checks, need to create a parent/interface/encapsulation
 *       for the types of exceptions
 */",code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,"/**
     * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by
     *       {@link #getVersionRangeViolation(int)} but it's not used like that in
     *       DefaultLegacyArtifactCollector
     *
     * @param e an exception
     * @return {@code this}
     */",code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO Use the following two instead of manageArtifact,code_comment,requirement-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO Remove ResolutionListenerDM interface,code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO if it was null,code_comment,requirement-debt
INSERT,1695381779,23754274fff46f9dcacd70f3387d51ac514376df,// TODO This replacing shouldn't be necessary as user.home should be in the,code_comment,code|design-debt
INSERT,1685954686,ea1a2807148790338a36a640bf61317ad83d86b2,"/**
 * Wraps another value source and intercepts interpolated expressions, checking for problems.
 *
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO hack: don't rebuild model if it was already loaded during reactor resolution,code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// TODO shouldn't the versions be merged across relocations?,code_comment,code|design-debt
INSERT,1686839096,967d8fc19cbb8a78410ceed70bd91c2e628da813,// I'm fully aware that the file could just be moved using File.rename but,code_comment,code|design-debt
DELETE,1685905421,e08c95a6735a82c7abc25e2dc67ea4773ed9d05d,"/**
 *  NOTE: remove all the util code in here when separated, this class should be pure data.
 */",code_comment,code|design-debt
